Offer ID,Name,Preview URL,Payout Type,Payout Amount,Payout Percentage,Click to Run
9764,"Yourself First - US,CA - (Proof Needed)",https://www.yourselfirst.com/memory?,CPA,$11.25,0%,Run Now 
9763,"Digesti - US,CA - (Proof Needed)",https://www.digestiplan.com/liver-health?,CPA,$30.00,0%,Run Now 
9762,"Harmonia - US,CA - (Proof Needed)",https://www.drinkharmonia.com/cortisol?,CPA,$45.00,0%,Run Now 
9761,New Health Insurance - US,https://newhealthinsurance.com/,CPS,$0.00,80%,Run Now 
9760,New Auto Insurance - US,https://newautoinsurance.com/?,CPS,$0.00,80%,Run Now 
9759,ClaimSavings Free Cash Search - US,https://specialsavings.net/1k-cash-search-shorty-3.html?,CPS,$0.00,80%,Run Now 
9758,ClaimSavings Auto Insurance - US,https://specialsavings.net/AUTO1k-frontpage3.html?,CPS,$0.00,80%,Run Now 
9757,Debella - Get Windows - US,https://local.getwindow-estimates.com/?,CPA,$7.50,0%,Run Now 
9748,Save On Auto Plan - US - (Proof Needed),https://saveonautoplans.com/?,CPA,$0.00,80%,Run Now 
9747,WindowsRenew - US - (Proof Needed),https://windowsrenew.com/get-quote/,CPA,$0.00,80%,Run Now 
9746,Roof Remake - US - (Proof Needed),https://roofremake.com/get-quote,CPA,$0.00,80%,Run Now 
9745,Better Bath Quote - US - (Proof Needed),https://betterbathquote.com/get-quote,CPA,$0.00,80%,Run Now 
9744,Gutter Renew - US - (Proof Needed),https://gutterrenew.com/,CPA,$0.00,80%,Run Now 
9743,Fair Floor Quote RevShare - US - (Proof Needed),https://fairfloorquote.com/get-quote,CPA,$0.00,80%,Run Now 
9742,Fair Floor Quote - US - (Proof Needed),https://fairfloorquote.com/get-quote,CPS,$52.50,0%,Run Now 
9740,ChooseYourEducation.com - US - (Proof Needed),https://chooseyoureducation.com/,CPS,$0.00,80%,Run Now 
9739,PROMOVA - CY,https://promova.com/,CPA,$37.50,0%,Run Now 
9732,Refund More - UK,https://refundmore.com/,CPA,EUR5.25,0%,Run Now 
9731,Diesel Emissions Claim - UK,https://www.emissions-compensation-check.co.uk/,CPA,£18.75,0%,Run Now 
9730,Refundmore Flight Claims - UK,https://refundmore.com/,CPA,£7.50,0%,Run Now 
9729,Spray Foam Removal - UK,https://sprayfoamremovalscheme.co.uk/,CPA,£6.25,0%,Run Now 
9728,Big Cupom (Pix) - BR,https://gyazo.com/2f448830d93cb49c69059d378aa89828,CPA,$0.15,0%,Run Now 
9727,AssistanceGuide360 - US,https://gyazo.com/c3a07e7fb0fe8ba272c5acb38b3b48bf,CPA,$0.90,0%,Run Now 
9726,Inflation Relief - Everyday Resources - US,https://www.everydayresources.com/lander/inflation-relief,CPA,$0.60,0%,Run Now 
9725,ConsumerTestConnect - $750 Paypal - US,https://consumertestconnect1.com/paypal-750,CPA,$1.90,0%,Run Now 
9724,ConsumerTestConnect - $750 Amazon - US,https://consumertestconnect1.com/amazon-750,CPA,$1.90,0%,Run Now 
9723,ConsumerTestConnect - $750 Cashapp - US,https://consumertestconnect1.com/cash-750,CPA,$1.90,0%,Run Now 
9722,HealthQuoteCompare - US,https://healthquotecompare.com/,CPA,$11.25,0%,Run Now 
9721,ZippyLoan - US,https://zippyloan.com/,CPA,$28.00,0%,Run Now 
9720, StockMarketSharks.com - US,https://stockmarketsharks.buzzwithbrands.com/stockmarketsharks,CPA,$1.05,0%,Run Now 
9719,Classes and Careers - US,https://colleges.classesandcareers.com/classes,CPA,$7.00,0%,Run Now 
9718,ApprovedLoans -  US,https://www.approvedloans.net/,CPS,$0.00,80%,Run Now 
9716,YIP - Free & Easy Home Insurance Quotes - US,https://yourinsurancepath.com/home-z/?cid=1965,CPA,$7.50,0%,Run Now 
9715,YIP - Free & Easy Health Insurance Quotes -  US,https://yourinsurancepath.com/health-z/?cid=1966,CPA,$7.50,0%,Run Now 
9714,Home Insurance Quotes - Fast Free & Easy - US,https://yourinsurancepath.com/home-z/,CPS,$0.00,80%,Run Now 
9713,Benjamin iOS - US,https://apps.apple.com/us/app/benjamin-earn-money-moments/id6444538603,CPA,$0.20,0%,Run Now 
9712,Best Trading Indicator - Simplify Your Stock Trading - US,https://best-trading-indicator.com/?ref=pct,CPS,$0.00,80%,Run Now 
9711,Bad Ass Extension Cords - US,https://badassextensioncords.com/,CPS,$0.00,80%,Run Now 
9710,At Home: The Home Decor Superstore - US,https://www.athome.com/,CPS,$0.00,80%,Run Now 
9709,Alamo.com Car Rentals - US,https://www.alamo.com/en/home.html,CPS,$0.00,80%,Run Now 
9708,After.com - Affordable Prepaid Cremation Plans - US,https://www.after.com/,CPS,$0.00,80%,Run Now 
9707,Atlas One Fund - US,https://atlasfunding.org/,CPA,$130.00,0%,Run Now 
9705,FileTax.com - US,https://filetax.com/,CPS,$0.00,80%,Run Now 
9699,PolicyProviders.com - Auto Insurance - US,https://policyproviders.com/ppa/,CPS,$0.00,80%,Run Now 
9698,Video Game Addiction Campaign - US - (Proof Needed),https://help-injury.com/vga/,CPA,$75.00,0%,Run Now 
9696,"Snaplii Inc. - CA,US",https://www.snaplii.com/,CPA,$15.00,0%,Run Now 
9695,"GearUP - SG,US",https://www.gearupbooster.com/camp/aion2/,CPS,$0.00,80%,Run Now 
9694,NFHS Network - US,https://www.nfhsnetwork.com/,CPS,$0.00,80%,Run Now 
9693,"MyDataNinja - EE,US",https://mydataninja.com/,CPS,$0.00,80%,Run Now 
9692,Sider - US,https://sider.ai/,CPS,$0.00,80%,Run Now 
9691,EKTA World Wide Travel Insurance + Covid - All Countries,https://ektatraveling.com/?partner_uid=541,CPS,$0.00,80%,Run Now 
9690,Coupert - SG,https://chromewebstore.google.com/detail/coupert-automatic-coupon/mfidniedemcgceagapgdekdbmanojomk,CPS,$0.00,80%,Run Now 
9689,PolicyProviders.com - Auto Insurance - US,https://policyproviders.com/ppa/,CPS,$0.00,80%,Run Now 
9684,Domain.com - US,https://www.networksolutions.com/affiliate-program,CPS,$0.00,80%,Run Now 
9683,Choice Gold Card v2 - US,https://choicegoldcard.com/v2ef?,CPA,$0.45,0%,Run Now 
9682,Slots and Casino - US,https://www.slotsandcasino.ag/landing/11920scf/index.php,CPA,$45.00,0%,Run Now 
9679,Copper Bank App - US ,https://apps.apple.com/us/app/copper-rewards-for-fun/id1486647561,CPA,$2.00,0%,Run Now 
9678,Freecash - US - V3,https://freecash.com/,CPA,$3.00,0%,Run Now 
9677,Klikomics 7 Day Free Trial Paypal Flow - US,https://gyazo.com/d5e166b6c04f2d395f3497b27acf1b43,CPA,$21.00,0%,Run Now 
9676,"Klikomics 7 Day Free Trial - AU,BE,FR,GB,IT,JP,NL,NZ,US",https://gyazo.com/fabc2886ecf78a105ea3d14ae54f1970,CPA,$7.50,0%,Run Now 
9675,Omaha Steaks 7 Day Free Trial - US,https://gyazo.com/bbaf123462b7eeff8cf1a61583cf756d,CPA,$12.00,0%,Run Now 
9674,CarInsureConnect - US,https://carinsureconnect.com/?,CPA,$4.50,0%,Run Now 
9673,Lexington Law - US,https://www.lexingtonlaw.com/?,CPA,$15.00,0%,Run Now 
9667,Window Replacement Pros - (Proof Needed) - US,https://windowreplacepros.com/?adid=9986062,CPA,$30.00,0%,Run Now
9664,"Freecash - DE,FR,SE,AU,UK,AT,BE,CA,JP,CH,PL,US,NL",https://freecash.com/,CPA,$2.25,0%,Run Now
9660,Freecash - US - V2,https://freecash.com/en?,CPA,$1.50,0%,Run Now
9659,Online Stock Brokers - US,https://secure.money.com/lp/online-stock-brokers/lp/best-online-stock-brokers-fm?,CPS,$0.00,80%,Run Now
9658,ED Top 10 - US,https://secure.money.com/lp/erectile-dysfunction-treatment/lp/best-ed-treatment-options-abm-pt-2,CPS,$0.00,80%,Run Now
9657,Home Warranties Top 10 - US,https://secure.money.com/lp/home-warranties/lp/best-home-warranties-abm-pt-3?,CPS,$0.00,80%,Run Now
9656,Weight Loss Top 10 - US,https://secure.money.com/lp/weight-loss/lp/weight-loss-abme?,CPS,$0.00,80%,Run Now
9655,Credit Repair Email Top 10 - US,https://secure.money.com/lp/credit-repair/lp/best-credit-repair-fm?,CPS,$0.00,80%,Run Now
9654,HIMS Hairloss Treatment - US,https://www.hims.com/lp/hair-start-comparison-dlp,CPA,$60.00,0%,Run Now
9653,Remedy Meds - US,https://remedymeds.com/?,CPA,$112.50,0%,Run Now
9652,Medvi - US,https://glp.medvi.org/?,CPA,$90.00,0%,Run Now
9651,Fridays Health - US,https://www.joinfridays.com/?,CPA,$75.00,0%,Run Now
9650,MyUSA Home Warranty - (Proof Needed) - US,https://www.myusafinance.com/offers/home-services/home-warranty,CPS,$0.00,80%,Run Now
9649,MyUSA Home Insurance - (Proof Needed) - US,https://www.myusafinance.com/offers/insurance/home,CPS,$0.00,80%,Run Now
9648,MyUSA Credit Score - (Proof Needed) - US,https://www.myusafinance.com/offers/credit/credit-score,CPS,$0.00,80%,Run Now
9647,MyUSA Financial Assistance - (Proof Needed) - US,https://www.myusafinance.com/offers/personal-finance/financial-assistance,CPS,$0.00,80%,Run Now
9646,MyUSA Bank Accounts - (Proof Needed) - US,https://www.myusafinance.com/offers/personal-finance/bank-accounts,CPS,$0.00,80%,Run Now
9645,Paramount+ Video On Demand Free Trial - US,https://www.paramountplus.com/intl/,CPA,$7.50,0%,Run Now
9644,Sling TV Free Trial - US,https://www.sling.com/,CPA,$6.75,0%,Run Now
9640,USInsuranceQuotes - Health Insurance - US,https://us-insurance-quotes.com/_v1/health.php,CPS,$0.00,80%,Run Now
9639,Choose Your Education - US,https://chooseyoureducation.com/,CPA,$1.90,0%,Run Now
9638,Kobo.com - eBook/Audiobooks 14 Day Free Trial - US,https://www.kobo.com/us/en/plus?,CPA,$7.00,0%,Run Now
9637,Car Quote Inc - US,https://carquoteinc.com/,CPA,$3.00,0%,Run Now
9636,Gemini Bitcoin - US,https://www.gemini.com/,CPA,$3.00,0%,Run Now
9635,TooLucky $1000 Amazon Gift Card - US,https://gyazo.com/712cb0a10666ad68304b4b260693e716,CPS,$0.00,80%,Run Now
9634,Loans4Title.com - US,https://loans4title.com/?,CPS,$0.00,80%,Run Now
9633,LoanAutotitle.com - US,https://www.loanautotitle.com/?,CPS,$0.00,80%,Run Now
9632,Nugenix - US,https://www.nugenixsamples.com/reports/total-t/trial/?prg=55,CPA,$30.00,0%,Run Now
9631,Instaflex Advanced - US,https://www.instaflex.com/advanced/?,CPA,$26.25,0%,Run Now
9630,Instaflex Complete - US,https://www.instaflex.com/complete/trial/,CPA,$22.50,0%,Run Now
9629,Nugenix NeuroZone - US,https://www.nugenix.com/neurozone/trial/?rg=423,CPA,$22.50,0%,Run Now
9628,YIP - Free & Easy Auto Insurance Quotes - US,https://lp.yourinsurancepath.com/?c=1964&lp=66,CPA,$7.50,0%,Run Now
9627,Consumers Credit Union - Vehicle & Car Loans - US,https://www.myconsumers.org/loans/auto-loans,CPA,$52.50,0%,Run Now
9626,TopTop Payday Loans - Let Us Find You a Lender! - US,https://toptoploans.com/payday-loans/,CPS,$0.00,80%,Run Now
9625,Solcredito - Loans - ES,https://www.solcredito.es/,CPS,$0.00,80%,Run Now
9624,Firstbase - Loans & Financial Services - US,https://www.firstbase.io/,CPS,$0.00,80%,Run Now
9623,CashUSA.com: Loans up to $10k - US,https://www.cashusa.com/?aid=14062&cid=5365,CPS,$0.00,80%,Run Now
9622,QuoteHero - US,https://thequotehero.com/auto-v2?,CPS,$0.00,80%,Run Now
9621,Apply Personal Loan Locator - US,https://apply.personalloanlocator.com/v/aff1?subone=4_724715,CPS,$0.00,80%,Run Now
9620,Tap For Credit - US,https://tapforcredit.com/PerfectCard/ApplyStepOne,CPA,$0.95,0%,Run Now
9619,Grants Assistance - US,https://5.grantmethisgrantpls.com/index.php?,CPA,$0.90,0%,Run Now
9618,American Sweeps - US,https://05.sweepscentreusa.com/?cid=rdrvd&,CPA,$1.00,0%,Run Now
9617,Home Services - Redostar - Windows - (Proof Needed) - US,https://windows-tt.redostar.com/,CPS,$0.00,80%,Run Now
9616,Home Services - Redostar - Bath Remodeling  - (Proof Needed) - US,https://bathremodeling-tt.redostar.com/,CPS,$0.00,80%,Run Now
9615,Home Services - Redostar - HVAC - (Proof Needed) - US,https://hvac-tt.redostar.com/,CPS,$0.00,80%,Run Now
9614,Home Services - Redostar - Roofing - (Proof Needed) - US,https://roofing-tt.redostar.com/,CPS,$0.00,80%,Run Now
9613,Chime Card Visa - (Proof Needed) - US,https://chime.pxf.io/c/2191982/2338490/28165,CPA,$18.00,0%,Run Now
9612,Top 10 Home Security - US,https://www.top10.com/home-security-match/discover?,CPS,$0.00,80%,Run Now
9611,Complete Car Warranty - (Proof Needed) - US,https://completecarwarranty.com/index.php,CPA,$8.10,0%,Run Now
9610,Direct Fund Center - US,https://www.directfundcenter.com/,CPS,$0.00,80%,Run Now
9609,Slam Dunk Loans - US,https://www.slamdunkloans.co/,CPS,$0.00,80%,Run Now
9608,Loan Turkey - US,https://www.loanturkey.com/,CPS,$0.00,80%,Run Now
9607,Agilerates - Home - US,https://www.agilerates.com/quotes/home-insurance/?,CPS,$0.00,80%,Run Now
9606,Finance - Fresh5K  - US,https://www.fresh5k.com/?,CPS,$0.00,80%,Run Now
9605,Roof4U - US,https://roof4u.co/,CPA,$9.00,0%,Run Now
9604,Bath4U - US,https://bath4u.co/,CPA,$7.50,0%,Run Now
9603,ARS HVAC - US,https://goamericanresidentialservices.com/ars/a/step/1?,CPA,$4.50,0%,Run Now
9602,Top Credit Card Finder - US,https://go.topcreditcardfinder.com/api/offer,CPA,$0.75,0%,Run Now
9601,AtlasWizard Auto Insurance - US,https://atlaswizard.com/,CPS,$0.00,80%,Run Now
9600,Windows - US - (Proof Needed),https://home.myremodelhelper.com/windows/,CPA,$9.00,0%,Run Now
9599,Lebara Mobile - 3GB Monthly SIM Only Plans for £5! - UK,https://www.lebara.co.uk/en/best-sim-only-deals/p/441125.html,CPA,$3.35,0%,Run Now
9598,Hu - Organic Chocolate Bars with No Weird Ingredients! - UK,https://hukitchen.co.uk/collections/dark-chocolate-bars?,CPS,$0.00,80%,Run Now
9597,CreditVana - Free Credit Scores - US,https://creditvana.com/,CPA,$3.95,0%,Run Now
9596,Cheers Financial - Build Credit on Autopilot - US,https://www.cheers.credit/,CPA,$10.50,0%,Run Now
9586,Champion Auto Insurance - US - (Proof Needed),https://championautoinsurance.com/,CPA,$1.35,0%,Run Now
9585,Select My Policy - Auto Insurance - US,https://selectmypolicy.com/auto,CPA,$6.75,0%,Run Now
9584,My Auto Loan - US,https://www.myautoloan.com/,CPA,$5.25,0%,Run Now
9583,Upside - US - (Proof Needed),https://www.upside.com/%5C,CPA,$4.50,0%,Run Now
9582,MAGNUM - Credit Builder Account - US - (Proof Needed),https://magnum.bank/credit-builder/?,CPA,$26.25,0%,Run Now
9581,Arro Card - US - (Proof Needed),https://arrocardnow.com/Apply/61f8e1a3-7b51-44e7-8ee7-62c63f519c74?hid=YB1F3A,CPA,$17.00,0%,Run Now
9579,"Nectar AI Fantasy Dating - US,UK,CA,RU",https://nectar.ai/,CPS,$0.00,80%,Run Now
9578,WiseSavings - US - (Proof Needed),https://app.wisesavings.com/,CPA,$1.80,0%,Run Now
9576,ActuateCare - US,https://www.directpaycare.com/,CPA,$7.50,0%,Run Now
9575,GlucoRecover - US,https://glucorecover.com/search/?,CPA,$123.75,0%,Run Now
9571,Rokid - CN,https://global.rokid.com/products/rokid-glasses,CPS,,80%,Run Now
9563,Crypto.com - UK,https://www.crypto.com/,CPS,$0.00,80%,Run Now
9562,"Krankz Audio - Quality Bluetooth Headphones - CA,US",https://krankzaudio.com/,CPS,$0.00,80%,Run Now
9561,"Epicure: 20 Minute Meals & More! (15% Off) - US,CA",https://epicure.com/,CPS,$0.00,80%,Run Now
9560,Dr. Berg - The Knowledge Doc - 10% OFF! - US,https://shop.drberg.com/,CPS,$0.00,80%,Run Now
9559,SisalFunClub - CPR - iOS Only - IT - (Proof Needed),https://apps.apple.com/al/app/sisalfunclub/id1641483899,CPA,$3.55,0%,Run Now
9558,SisalFunClub - CPR - Android Only - IT - (Proof Needed),https://play.google.com/store/apps/details?id=com.sisal.sisalfunclub&pli=1,CPA,$3.55,0%,Run Now
9557,Select My Policy - Medicare - US - (Proof Needed),https://selectmypolicy.com/medicare,CPA,$6.20,0%,Run Now
9556,Select My Policy - Health Insurance - US - (Proof Needed),https://selectmypolicy.com/health,CPA,$5.00,0%,Run Now
9550,"DM Tokenized Gold - AU,CA,SG,DE,NL,US",https://www.d-mstrs.com/training,CPS,$0.00,80%,Run Now
9549,USInsuranceQuotes - Auto Insurance - US - (Proof Needed),https://us-insurance-quotes.com/_v1/auto.php,CPS,$0.00,80%,Run Now
9548,Local Service Match - Plumbing - US,https://plumbing.localservicematch.com/?,CPS,$0.00,80%,Run Now
9547,Save On Auto Plans: Short Form - US,https://saveonautoplans.com/?,CPS,$0.00,80%,Run Now
9546,QuoteWizard Auto Insurance - US - (Proof Needed),https://quotewizard.com/,CPS,$0.00,80%,Run Now
9545,CompareCarUSA - US - (Proof Needed),https://comparecarusa.com/g?,CPS,$0.00,80%,Run Now
9544,Deoxygain - US,https://deoxygain.com/,CPS,$0.00,80%,Run Now
9543,TurboTenant - US,https://www.turbotenant.com/,CPS,$0.00,80%,Run Now
9542,Kudos - US,https://www.joinkudos.com/explore-cards?prime=1?levelUp=1,CPS,$0.00,80%,Run Now
9541,Hardaddy - CN,https://www.hardaddy.com/activity/limit_discount/products/8,CPS,$0.00,80%,Run Now
9540,LuxeDecor - US,https://www.luxedecor.com/,CPS,$0.00,80%,Run Now
9539,NativeToWear - IT,https://www.nativetowear.com/it,CPS,$0.00,80%,Run Now
9538,Orion Motor Tech - CN,https://orionmotortech.com/?utm_source=impact&utm_medium=textlink&utm_campaign=OMT,CPS,$0.00,80%,Run Now
9537,Aosom - CA,https://www.aosom.ca/activity/thanksgiving,CPS,$0.00,80%,Run Now
9536,VPN Proxy Master - US - iOS Only,https://apps.apple.com/app/id1583175414,CPA,$1.00,0%,Run Now
9535,"MyMobileSecure - US,UK,CA - Android Only",https://play.google.com/store/apps/details?id=com.voicefive.mms,CPA,$0.65,0%,Run Now
9534,HotVPN - All Countries - iOS Only,https://gyazo.com/df1798e5240cd06412c59b0c7c0f1ec9,CPS,$0.00,80%,Run Now
9533,EasyStart VPN Proxy - US - iOS Only,https://apps.apple.com/ru/app/private-vpn-proxy-easy-start/id1612822001,CPA,$1.05,0%,Run Now
9532,Slick Esim Proxy - US - iOS Only,https://apps.apple.com/us/app/slick-esim-global-calls/id1587682484,CPA,$0.85,0%,Run Now
9531,Cryptomania - All Countries - Android Only,https://gyazo.com/8b9856cb83be1384564ce6647ffaf271,CPS,$0.00,80%,Run Now
9530,MICAS Affiliate Program - HK,https://shopmicas.com/collections/black-friday-up-to-90,CPS,$0.00,80%,Run Now
9529,Yesoul Fitness Limited - HK,https://yesoulfitness.ca/,CPS,$0.00,80%,Run Now
9528,iubenda - IT,https://www.iubenda.com/en/help/141269-eu-whistleblower-directive-guide-iubenda-tool,CPS,$0.00,80%,Run Now
9527,fr.ulike.com - US,http://fr.ulike.com/,CPS,$0.00,80%,Run Now
9526,Hohem Affiliate Program - CN,https://store.hohem.com/products/hohem-pro4,CPS,$0.00,80%,Run Now
9522,Branded Surveys - US,https://surveys.gobranded.com/landers/index/surveys-for-money/?,CPA,$1.45,0%,Run Now
9521,Lavish Green - US,https://lavishgreen.com/,CPA,$0.80,0%,Run Now
9520,Toluna Influencers - US,https://www.toluna.com/en-GB/,CPA,$1.25,0%,Run Now
9519,Earn Haus - US,https://earnhaus.com/landing2?,CPA,$0.80,0%,Run Now
9518,$500 Popeyes Gift Card - US,https://consumerdigitalsurvey.com/?session_id=febde912eb1911f09b8c1b3694bcc7b7,CPA,$1.90,0%,Run Now
9517,$1000 PNC Bank Gift Card - US,https://consumerdigitalsurvey.com/?session_id=eb43dd4ceb1911f0907325bbc67c7d5d,CPA,$1.90,0%,Run Now
